id,iso2,title,url,published_at
17,ZM,"모두투어, ‘모두의 버킷리스트 아프리카’ 기획전 출시",https://news.google.com/read/CBMiTEFVX3lxTE56ejFPb3NOeWNlNkVRa2l2aUlneTBaUlZRSnlTSlVJOHZGdFVHU2ZrSm5lSy1nX2pqOENtWEdobDNfajFuV2NMUVlidUI?hl=ko&gl=KR&ceid=KR%3Ako,2025-10-15 16:00:00+09
18,ZM,'미국 여행하려면 보증금 2천만 원 내라'…말라위·잠비아 첫 적용,https://news.google.com/read/CBMiU0FVX3lxTE5LcDhTNWM1YlhFWUthZDhfUzlwVnpnRU95RTdVU3daZ3c5N1hsbkdCeVlyMmcxU3NEbmxCUlBzek1heHFDcGdxM0ZqZ1FlS3Fldkkw?hl=ko&gl=KR&ceid=KR%3Ako,2025-08-06 16:00:00+09
19,NL,"KLM 네덜란드 항공, 2026년 유럽 신규 노선 확대… 산티아고·저지섬 취항",https://news.google.com/read/CBMiTkFVX3lxTE1kd0hFQW5TUjNvZmlSbG4tOFhoZDVvZXdDNUc2a0EzemVILWVXZWFHckMzaTQ5OVM0TGh1aGNNU0JYd0xjMUgtc1NkeE5IQQ?hl=ko&gl=KR&ceid=KR%3Ako,2025-12-18 10:55:23+09
20,NL,"KLM 네덜란드 항공, 2026년 하계 시즌 유럽 노선 확대",https://news.google.com/read/CBMihAFBVV95cUxQTVh4UWx2Z01kcnFVR2ZBX2pkdXgzWUo0UlA5dHdfVVZ6NGRmU0FHTnFWZWxudjFOVy02T1JsX0M2Q1B1YlR0enY5MzZNcEJFQ0l1cFdaUGVHdVJabTFsTGNzaHdrelZsNnZmV1lic3U0MzZCNVRMaFQ2VnNsdGswQm1ib20?hl=ko&gl=KR&ceid=KR%3Ako,2025-12-18 09:38:40+09
65,MZ,"정원주 대우건설 회장 ""모잠비크 LNG사업 협력 원해""",https://news.google.com/read/CBMiW0FVX3lxTE9SUzVvdnBwMl9tUVBoVVNMQ3p5RUg0SjFiR0NRVFE1WllSbjQzc2VFOG5JS0VRU2JoYTVsWnZMTlEzOXJ2MkwxQXczNjhGNTVrblllQ0xhZUZCTlE?hl=ko&gl=KR&ceid=KR%3Ako,2025-06-19 16:00:00+09
21,NL,"KLM 네덜란드 항공, 내년 하계 유럽 노선 확대",https://news.google.com/read/CBMiYEFVX3lxTE9kVW9hdmVRa1hJc0hnY24wRnh5UWp6eFZGcDh3WlBZenl5TElkNmxKd0ZaS1pabk00WUxhYWUwSFltU25RMWtYNHhYVlpxbVVnZ2haQTJwWi1pZkl6Qk5QWtIBeEFVX3lxTE9rSzI1YmZ4V05pVll6NXVucFFpMmNjX1RnLUZ4cDM5YTlveWxRbVI5Yi1pNjdaLWtlN2dhTEFFeXZqRVpPaEtJSnoyNGRMMmY4TEZabk85ZWZzOXFnU0gyTzh4RDlWeGtOYmdiQUNwZGpJNGo1TFNNXw?hl=ko&gl=KR&ceid=KR%3Ako,2025-12-18 21:36:19+09
22,IQ,"홍명보호, 여행 금지국가 이라크 현지서 월드컵 예선 원정 확정…전세기·방탄 차량 등 안전 대책 총동원",https://news.google.com/read/CBMiXkFVX3lxTFB1U1ppUU1zcGxaTTdZbWNfNWRFT09USFZ0R19FQ2N2Zk8weWZQSl8zWEZRQ1JfclYzRDE4YktrVnEweGx2cGlwOUYtT0laR0NzcnhZR0ZJTEg1Mkxacnc?hl=ko&gl=KR&ceid=KR%3Ako,2025-04-17 16:00:00+09
23,IQ,"홍명보호, 이라크 원정서 11회 연속 월드컵 본선 진출 역사 쓴다",https://news.google.com/read/CBMiVEFVX3lxTFBlc2x1cWVXbkpzbGp4aEx2NlNvLUF1SWp6bi1GRlZXUmR1MHFuNkUxTmJWRm0yTXNvbmUwUGhTcENFM2pGSGVnWk52c0RMcEMzQ2ZScw?hl=ko&gl=KR&ceid=KR%3Ako,2025-06-04 16:00:00+09
24,IQ,"이라크전 앞둔 홍명보 감독 ""손흥민, 무리시킬 생각 없어""",https://news.google.com/read/CBMiW0FVX3lxTE95UXRCSVIxb1BFRi1BU08zNm5aUDVLZHc4YXp6X3dqUXFDN28tbWNDTkJYZHhWZ1pNMXJ4cktkaGRSdWg5T0VkNEJOd3ZmR0VrVjd0UV96VWdWckHSAWBBVV95cUxPOE1ubkU3WHZMMXM3c1c0d3cwWUg1bDIzMWtWV0gzZW5kMjBDbGZ2VjRLNFB3LWNVQUhGbEdOb1JPZ19tT1FBT0lVaXdKa0hUcmNNZ1BuZF9UeUJUeGNId2w?hl=ko&gl=KR&ceid=KR%3Ako,2025-06-02 16:00:00+09
25,PG,"인니 대통령 ""파푸아뉴기니, 아세안 가입 원해…지지한다""",https://news.google.com/read/CBMiW0FVX3lxTE43QWRlQlVMNU5kSzJSOXdKcmFBWTY3MktqVW93UU91c29IRlgxYUxjWHdUOWtLLWZsNUZoS0l2Y2VsV0ZCaVR0TGVONTdVSFBLSlNUc1BhcFh0d2_SAWBBVV95cUxPY2ZIRVNuWkIteVc2RkxHbzBwTTdFdEtrU3hzYVREM1lzRncwdTktRFRieDZNeGZHaE5pLWJTZndzSlIyVWw5SnFzdHR6V1hzbDRxOXM0UGtQSWpfaC1WZVM?hl=ko&gl=KR&ceid=KR%3Ako,2025-05-28 16:00:00+09
26,PG,"""태평양 문화 연대기 담겼다""…광양에 상륙한 오세아니아 유물들",https://news.google.com/read/CBMib0FVX3lxTE9QLXMxazdFaEktUW52MHZqTkpuRElheWZmZ3BldUY1RUx2LUVPbEZZRk5lZThWR2R5VUhacDZCdXhUUmI2TWY3VjhRQWZ6MkFGT2kwZmNVbVQzdENodEpvVUxuRE1wZ0FwdGRfWlZFMA?hl=ko&gl=KR&ceid=KR%3Ako,2025-10-01 16:00:00+09
27,PG,[소년중앙] '연결' 중시한 오세아니아 문화…장신구 하나에도 여러 의미 담겼죠,https://news.google.com/read/CBMieEFVX3lxTFBYWndOUjZNSnBXME9GcElwN1ZlRmxBT29Lc0k1QnQwSjM3emdSVmxVSGpXU2Ftalc3UVlSZjFlN0JqUDNrN0xxS2FTU05FRkp1NEtpYllPbHh2TWtMeUZ1cHJhQVVYbm9Ha1E5MnpDVGNwSEhPR2J0dA?hl=ko&gl=KR&ceid=KR%3Ako,2025-08-11 06:01:00+09
28,WS,"남태평양에서 가장 가성비 높은 여행지, ‘사모아’",https://news.google.com/read/CBMibkFVX3lxTFA3elRxUjRTd1BuMWY0STM1WkdHcHhRR2tEaWpHODh6WDlZSlRhRGVBa2pvTUNYWmM2Z1lqaV9yVmp2aWZvQ0F0NW51VXowdzJ4UTgwaEJwX0laUG1Ba0ZKTnRuaXo3ZTV2SEdGM0lR?hl=ko&gl=KR&ceid=KR%3Ako,2017-09-04 16:00:00+09
29,WS,"춥고 우울한 요즘, 사모아(Samoa)로 떠나라",https://news.google.com/read/CBMiYEFVX3lxTE9jeGNtYzh4d2JSTnkzSkhwMWk5LVo3WHhTOEdiMURJSUduZzBKMjdTZGNXS1IwWnB3MnNhdTV1ZHZqZGFpanN5NUNHcWUwTVN0RHBmRFBLZzhYNEEzMTVybw?hl=ko&gl=KR&ceid=KR%3Ako,2016-11-09 17:00:00+09
30,WS,남태평양 순수의 섬 ‘사모아’,https://news.google.com/read/CBMibEFVX3lxTE1sbU1kZlptUDF6QjdGVXkxWUNVbXJ5ZTU2WU1iX3o4OGlZWVRVc3ZkR1gwbnUzTmhReDRxaFJ5OWF2MUZaTTNPdjJ1V2hZWnM5bjAyU3B6Yy1NV2pHcmNpN3BhdEpvS0R0UDBocw?hl=ko&gl=KR&ceid=KR%3Ako,2014-03-10 16:00:00+09
31,FR,"가평에서 누리는 작은 유럽여행, 쁘띠 프랑스",https://news.google.com/read/CBMibEFVX3lxTE1nOUhQSzVYdHcxaWxiaUtTdDJfakktdjJIaXRVcVVyN0pWcHQ4ODR4eDgxODh1UEU5SWJIbDNKeVV2aFVyVGhqZW5RSTFCTUdadW5vSmszVkl4aGN4VDlXNFZnSGt3Tzd1SWdkbA?hl=ko&gl=KR&ceid=KR%3Ako,2025-12-12 17:00:00+09
32,FR,"유럽여행 앞뒀는데 걱정 태산…""전역이 뒤덮였다, 9~10월까지 계속""",https://news.google.com/read/CBMiYEFVX3lxTFA1MGh3VjI0d01qVDVLcmZ4OWt6UHdKQnZ6OVBuWlI3WkNKOVE5cWE4MTFwSlhZdHZOQVdYTXBiOG44alZfQXBhSUlTUW41Q09vdXNnZWRSb1h1S0pGLUxuZA?hl=ko&gl=KR&ceid=KR%3Ako,2025-07-06 16:00:00+09
33,FR,쁘띠프랑스 '유럽 동화 속 겨울빛 여행' 축제,https://news.google.com/read/CBMiU0FVX3lxTE12RTBOQlYxNmR1OG9iTnQyazRHazJZNDBGRlBXXzh4THNGVmFMUW83Ykw5UXNiOWlJdHpkb3ZyTEd2UGZCdEM5SmNGdXVOZ3dSV2gw?hl=ko&gl=KR&ceid=KR%3Ako,2025-12-11 02:07:00+09
34,LT,"리투아니아 빌뉴스, 낯선 그 이름…'예상외로 놀라운' 생명과학 R&D",https://news.google.com/read/CBMigwFBVV95cUxPMURPN0xTdUpFcW9TRVpCUmExYWFIcWxsSUUzOTFMenpKNUs3b1pTeEJLdHptUDNRUGREa094VXk1TXhhNXBMT3J2NkdTREdNV1BhOUk1T2wzMWpPXzF2M01nZGY3bG1PZTItQTVqM2RFTGF4ZzU0S1lDbmlMWHU3bGdFZw?hl=ko&gl=KR&ceid=KR%3Ako,2025-09-16 16:00:00+09
35,LT,"여행 갔다가 폰 '먹통'…""이게 무슨 일""",https://news.google.com/read/CBMiU0FVX3lxTE5uZXRBUmphd1kzckpabTBiZkZCOVlVak1HNUJRemNqUHJLNkZPTkloc094dE1WT0NrV3FKcXNxa0stTnh1cldHdmtMbHRrUUVZV0RR?hl=ko&gl=KR&ceid=KR%3Ako,2025-10-13 16:00:00+09
36,LT,[영화] 타투와 공포의 특별한 만남! 영화 '타투이스트',https://news.google.com/read/CBMiY0FVX3lxTE9zb0Jkams5LU1YOTk2WW1tVEo5b1BvbVZleGVCY2JMWFpqMi1mTHVqN1hxdnU1b0Nkemo2RkhmU05ZRDlOOVRWNWc1dUdiYjFnaXhEbmRwUEZaU0pSMXNMU29tQQ?hl=ko&gl=KR&ceid=KR%3Ako,2025-07-21 16:00:00+09
37,AU,"경기관광공사, 방한 관광시장 미주·유럽·오세아니아 등 다변화",https://news.google.com/read/CBMiV0FVX3lxTE9TbkJPNFFFOWpDa2tWUUtZTkhlOHF2a0xUS2VsMTBvb2cxbmRQZkhYakowbTJyZGY2T0lUZUZFV3VLRnZKOWM4dFNVR1ZqRmNHYjdQU3h5d9IBU0FVX3lxTE5TaFVsLTNzMkRpa1dSTldmclNBRThzS3FjTmVYaE9IaWx0emdQTk9KRzB1azRZWjlSSEdXQlhUcXlHblp5Wk5xM292dTBIaVZfMVg4?hl=ko&gl=KR&ceid=KR%3Ako,2025-05-19 16:00:00+09
38,AU,호주의 봄을 가장 아름답게 만나는 방법 “10월부터 11월까지 보랏빛 꽃으로 물드는 자카란다 ”,https://news.google.com/read/CBMibkFVX3lxTE5lNXNHNy1ibG9DX3FFZHRMNWpfQWZ5bTc2QndZd2htZzJDcFRQUmpleWMzN2J2Y2ZaZ3pEdmR3ZkJfTUtkVkFydEZwQnR6TDhtWnF4N19DQ0JnSlJuV1dWbXJabjBrZ1F1R0EwWmx3?hl=ko&gl=KR&ceid=KR%3Ako,2025-10-27 16:00:00+09
39,AU,"""와인 사고 오세아니아 여행을""…금양인터내셔날, 프로모션 진행",https://news.google.com/read/CBMiX0FVX3lxTFB1eEcyX0hILTliUVJVcUhQZ2ZaVTAwdUZkSlhJcHNPallQZXVkVmsyWmNveUhMT3JReWpHMEFJNS15S2RCenFpRXlTajduWXRyOG1Wclh6MEliVm0tYkRj?hl=ko&gl=KR&ceid=KR%3Ako,2025-03-24 16:00:00+09
40,PH,"필리핀 관광부 'Sun Meets Seoul', 서울에서 필리핀 7,641개 섬을 경험하는 방법",https://news.google.com/read/CBMiZ0FVX3lxTE9BdXJYZW1OY1NPNkQ5QXQ1NEl1cnJXbmtFbUdxS0QtQk41LXlSaXhvMzk5U1pvZ1hTaWRvb25zZzZkblZpTkIzMUJNejhXLURBYlJVQ3FKYTNPZXFjWU9JellGbFh2Rm8?hl=ko&gl=KR&ceid=KR%3Ako,2025-11-22 17:00:00+09
41,PH,"필리핀, 2025 세계 관광 어워즈 6관왕 석권…‘관광 강국’ 위상 입증",https://news.google.com/read/CBMibkFVX3lxTE1LekljYWMyV3BjYUhtNlVxSU11eV9tRVRQc09tQWE2YThLOWxSX1NQdklFeFpxZVRWS1RWYzBrb3NPUmZsUzRkc3RMbGkyUWgwal9tWkhSa1lYN0tSN25nZjhaaVcxbHQzLTJSd25n?hl=ko&gl=KR&ceid=KR%3Ako,2025-10-16 16:00:00+09
42,PH,"“일본 등 아시아 여행, 괜찮을까?”…잇따른 지진에 여행객 불안",https://news.google.com/read/CBMiT0FVX3lxTFBzVWFEaW9icDg3RTRqVjBpSHN4VTlqS0czalViaXFoNEpuQ2hTeG92bVBjOUp1VW1mLVNBR2kyS1BpZVhLTk40d3BFOTJXdzA?hl=ko&gl=KR&ceid=KR%3Ako,2025-10-16 16:00:00+09
43,PE,"제주신화월드, 라틴아메리카 감성 담은 ‘비바 라니토’ 페스티벌 개최",https://news.google.com/read/CBMibEFVX3lxTFBMM3VCS1RyRUdrZ01tUTZ6TDUxdUtaVjNSaGtiMmdQSlUyNC1WVkE5R0F4Q0ljVGIzNEpGWU53dXdabWVMWVc4cWxmN1FDOWg4c0t0SmRLcFRGYUZ5UFcta3k1Q1l3dXl3ZVJhOQ?hl=ko&gl=KR&ceid=KR%3Ako,2025-06-13 16:00:00+09
44,PE,"4,4월 라틴 아메리카 항공 교통량 XNUMX% 증가",https://news.google.com/read/CBMihAJBVV95cUxPZDNxOVBDSFR0dnJXelhYaUJlRm5yY202WlR2M0J5d3ZJWkdpLUF0NmlBM2RCOUYwQl9GdzZUbXJ4RHBHdy11X2NlRU12RGotRGRwVjJEUTQzcEZKNEhhREw5eklycWIxbFEyMG5hQ1lWXzBBYnhOYjg1UHZIVGplbURUcmJ2Z2J2SGVZaEtqbVlXQ2VrNGZxZVYzVkNqT0xYN2t2RFkzVzk0Xzg3bUNiUng5RlI5NkhNbUZwakYtNnNmNDJpYVlnbldZQWRrMlJaX1lRdlhRX3dBbkFDQXRyYXk3M0N0T0k3Q3R2Rzk3MGd5MlQxR2lyckd5dXp3RUlRLWtrdQ?hl=ko&gl=KR&ceid=KR%3Ako,2025-09-09 16:00:00+09
45,PE,볼리바르의 꿈은 이루어지는가?…강낙규의 볼리비아 여행③,https://news.google.com/read/CBMia0FVX3lxTE1BUnIxYjJDV2E1WFhYdklJdWpZQVc0RWU3NTg5UjRGbFkydy1tdlNYb2lvU21VUDR5bl8tdGwyNmVxZENKQjN6QzNzb2hGM296Tno5Z1BsMHJJTGhSVnBGWDBGeTlsNFlYWDR3?hl=ko&gl=KR&ceid=KR%3Ako,2019-11-06 17:00:00+09
46,AF,러 타타르스탄-투르크멘-아프간 연결 '이슬람 회랑' 개발된다,https://news.google.com/read/CBMiW0FVX3lxTFBaZ0FoZ2tmY3N4alYyTUdVVmR4d0QxSVBXbnlpODVYWTE1cDJvamVUUWM0LVpYMVZZeTJ5VlBpWV82Wllid2xWNkN0a25CWHpvYVkzWE5VcktfZE3SAWBBVV95cUxQNFpaYlVQeEtDQk9sMXdqb1VfMUxfTWRqZF9CSkQ0cHhCdHVIM3RJSzVVbkkyYXNKc2N4Q19WaU56RHhRVC12T0tBNTZ5M00xZWoyWHh6MnV2YTBCbU1KcjA?hl=ko&gl=KR&ceid=KR%3Ako,2025-12-15 15:09:16+09
47,AF,"中, 파키스탄·아프간 태국·캄보디아 분쟁에 긴장완화 촉구",https://news.google.com/read/CBMidEFVX3lxTE0wTlV5dnR0VktWajZId3lWSnlUUmpKMXpqb1lZUmdramR3NUtpV21aZkVQSU5USnJLdVVkbGxJMUxhTXJxOGVSb0xjMFBqS3Q0QXB6alFQRUYxdVZBVWZnY0NiWnZ1UEI3by1sMFNSN05SRGNj?hl=ko&gl=KR&ceid=KR%3Ako,2025-12-09 20:43:04+09
48,AF,"U17 축구대표팀, 아시안컵 2차전서 아프가니스탄 6-0 대파",https://news.google.com/read/CBMiVEFVX3lxTE1PWE04ejI0VEM0NUliU1NmQmNfemJrUVcxNDVEa1NJamtONGt6SWxUTEYzcGVoU0tYZ21zUFR3bjQ1OS1yQklDOW5Kc19WX0lsZThRTg?hl=ko&gl=KR&ceid=KR%3Ako,2025-04-08 16:00:00+09
49,PT,"마이유럽, 스페인·포르투갈 세미패키지 출시.. '내돈내산 후기로 상품성 증명'",https://news.google.com/read/CBMickFVX3lxTE9ORm5SMGxubTh1eHZzVkloUEtaVDlUZU95N3JZeGJTZ0E3ZzVlNVp5ZGpxTHh1S09IQlpNVGx4STlFZDh1WEpndWo5cjJOTURqMDNKdXRqWXl0d1RjSGNuWVFzWkhEYlVhNFlMcnVxYklWUQ?hl=ko&gl=KR&ceid=KR%3Ako,2025-12-15 13:10:22+09
50,PT,포르투갈 여행 언제 갈까? 추천 시기·기후 정보,https://news.google.com/read/CBMibkFVX3lxTE81aGVmdHVQSmx4MUFPY0tDaWtNdVZtS3R6bk81bHNSdnVKRHJGTjBOU2FtX0tYOXB6enNMYk5OMWFtTExMYlFLNHo2ZlFwa2VQendlUFcwU3ZRajhTMXJEbHlhLXNhamI5MW05RURn?hl=ko&gl=KR&ceid=KR%3Ako,2025-06-25 16:00:00+09
51,PT,해외여행자 ‘가성비’ 택했다,https://news.google.com/read/CBMibEFVX3lxTE1LWGhGYmR5eV9JUjBXdzc0YXh5Y1RVWHZuX2UySHZHNmd6RWhFTGJ3V29pbzNmX19ld2llSi15bEgzdXM2eXpGTHJHWEhaNXVKUTdfeEVKUmVRczlQTWRRVGVIMlc2NTQzenItRg?hl=ko&gl=KR&ceid=KR%3Ako,2025-11-02 16:00:00+09
